"Famille";"Catégories";"Nom";"Description";"Prix";"Poids";"NT";"Fabricant";"Compétences / Attributs";"Bonus";"Niv Max";"Nation";"Dommage";"Choc";"Portée";"FOR";"Init";"Mode de tir";"Mun.(Coût)";"CAL.";"DIS (M.Noir)";"Compétence associée";"Protection";"Choc*";"Localisations";"Catégorie de malus";"Contenance";"Etanchéité";"Armes eligible";"Effets Munitions"
"Armes";"Arme lourde";"MHCT-micro";"Arme MHCT à 4 canons tirant des salves de multiples projectiles (allumage séquentiel). Les blocs de canons se remplacent une fois vides ; dégâts très élevés, particulièrement efficaces contre un obstacle.";17000;"12 kg";"II";"Gladius";;;;"Culte du Trident";"5D10+5 (H)";;"3/15/30/60 (90)";15;;"CC";"4 (1200)";"9 mm";"-10(-5)";"Arme lourde";;;;;;;;
"Armes";"Armes de poing";"Pek II";"Le Pek II est certainement un des meilleurs 9 mm sur le marché.";1600;"1,4 kg";"II";"Norston Ind.";;;;"Indépendant";"3D10";;"6/30/60/120 (180)";13;;"CC";"15 (135)";"9 mm";"0 (5)";"Armes de poing";;;;;;;;
"Armes";"Armes de poing";"Tylman";"Le Tylman est un 9 mm assez récent qui tente de concurrencer le Pek II en étant moins cher.";1250;"1,4 kg";"II";"Glenn et Prescot";;;;"Enderby";"3D10";;"5/25/50/100 (150)";13;;"CC";"15 (135)";"9 mm";"10 (15)";"Armes de poing";;;;;;;;
"Armes";"Arme d'épaule";"Klauss";"Toujours aussi populaire, le fusil à pompe a encore de beaux jours devant lui. C’est l’arme préférée des malandrins en tout genre et on en trouve beaucoup sous les manteaux des habitants des bas quartiers.";1600;"3,5 kg";"II";"Klauss";;;;"Indépendant";"3D10";;"2/7/14/28 (35)";13;;"CC";"10/120";"Calibre 12";"20(20)";"Fusil/Armes d'épaules";;;;;;;;
"Armes";"Armes sous-marines à projectiles";"Nomrad IP";"De la taille d’un petit pistolet, il utilise des dards stabilisés de 10 cm de long et de calibre 4,5 (pénétration 2(H)). La mise à feu est électrique.";2000;"1,1 kg";"II";"E.L.N.";;;;"Indépendant";"2D10+4";;"1/2/4/7 (10)";"-";;"CC";"30 (140)";"Darts 4,5 mm ST";"10 (15)";"Armes sous-marines";;;;;;;;
"Armes";"Armes sous-marines à projectiles";"Locard ExelP";"Identique au modèle utilisé sur les armures, mais un peu plus lourd à cause de l’habillage (équivalent d’un pistolet lourd), cette arme tire 8 mini carreaux en acier longs de 12 cm et de calibre 5,56 mm (pénétration 2(H)). La mise à feu est électrique.";6000;"1,1 kg";"II";"E.L.N.";;;;"Indépendant";"2D10+5";;"1/3/5/10 (15)";10;;"CC";"20 (150)";"Darts 5,56 mm ST";"10 (15)";"Armes sous-marines";;;;;;;;
"Armes";"Armes sous-marines à projectiles";"Embol Mk 4P";"Identique au modèle utilisé sur les armures, mais un peu plus lourd à cause de l’habillage (équivalent d’un fusil d’assaut compact), ce système d’assaut hybride mesure environ 90 cm. Il utilise des mini carreaux en acier longs de 16,5 cm, de calibre 7,62 mm (pénétration 2(H)). La mise à feu s’effectue avec des cartouches de gaz.";8000;"2,1 kg";"II";"E.L.N.";;;;"Indépendant";"3D10+1";;"2/7/14/27 (40)";13;-3;"CC";"30 (250)";"Darts 7,62 mm ST";"10 (15)";"Armes sous-marines";;;;;;;;
"Armes";"Armes sous-marines à projectiles";"Lance-harpon mini";"Ce lance-harpon a la taille d’un gros pistolet, et utilise des petits harpons qui n’en restent pas moins dangereux.";400;"1,1 kg";"II";"Leboss";;;;"Indépendant";"2D10";;"1/2/4/7 (15)";"-";;"CC";"1 (15)";"Pén. 1(H)";"15 (20)";"Armes sous-marines";;;;;;;;
"Armes";"Armes sous-marines à projectiles";"Lance-harpon mini double Bis";"Il peut se recharger automatiquement après un premier tir, en réarmant le lanceur. Un nouveau harpon installé dans le corps de l’arme prend alors la place du premier projectile.";600;"1,5 kg";"II";"Leboss";;;;"Indépendant";"2D10+2";;"1/2/4/7 (15)";"-";;"CC";"3 (45)";"Pén. 1(H)";"15 (20)";"Armes sous-marines";;;;;;;;
"Armes";"Armes sous-marines à projectiles";"Lance-harpon à répétition Fulgur";"La version rechargeable du précédent.";900;"3,1 kg";"II";"Gladius";;;;"Culte du Trident";"3D10+1";;"2/5/10/20 (30)";10;;"CC";"2 (20)";"Pén. 2(H)";"15 (20)";"Armes sous-marines";;;;;;;;
"Armes";"Armes sous-marines à projectiles";"Lance-harpon moyen";"Le modèle de lance-harpon le plus classique.";500;"2,1 kg";"II";"Fischer";;;;"Indépendant";"2D10+5";;"2/5/10/20 (30)";10;;"CC";"1 (10)";"Pén. 2(H)";"15 (20)";"Armes sous-marines";;;;;;;;
"Armes";"Armes sous-marines à projectiles";"Lance-harpon lourd";"Une version plus lourde du lance-harpon normal.";2500;"6 kg";"II";"Troll";;;;"Indépendant";"3D10+2";;"1/2/5/10 (20)";13;;"CC";"1 (60)";"Pén. 3(H)";"15 (20)";"Armes sous-marines";;;;;;;;
"Armes";"Armes sous-marines à projectiles";"Lance-harpon lourd à répétition Nihil";"La version rechargeable du précédent.";3200;"9 kg";"II";"Troll";;;;"Indépendant";"3D10+3";;"1/2/5/10 (20)";13;;"CC";"2 (120)";"Pén. 3(H)";"15 (20)";"Armes sous-marines";;;;;;;;
"Armes";"Arme de contact";"Bâton de combat";"Un bâton de combat classique d’environ 1 m 40, en matériau synthétique.";600;"1,5 kg";"I";"Divers";;;;"Diverses";"1D10+5";"1D6";2;11;;;;;"20 (20)";"Combat armé";;;;;;;;
"Armes";"Arme de contact";"Bâton Ordonnateurs";"Ces armes extrêmement rares sont le produit d’une technologie très avancée, peut-être même généticienne. Ce sont des bâtons faits d’une matière ayant l’apparence du cuivre, mais aussi résistante que du platane. Ils génèrent un champ électrique très puissant qui n’affecte pas l’utilisateur (il peut être désactivé : les dommages sont alors similaires à ceux d’un bâton de combat normal). Une pointe peut jaillir à chaque extrémité du bâton et peut être utilisée pour porter une attaque perforante spéciale, permettant d’ignorer la réduction des dommages offerte par les protections simples, mais aussi d’affecter les armures lourdes. Cette attaque spéciale extrêmement difficile à réaliser consomme une charge, et ne peut être effectuée qu’à l’aide de la Compétence limitative Arts martiaux (Techniques offensives), avec un malus de -7. Les champs de protection ne sont pas affectés par cette attaque spéciale. Cette arme ne fonctionne pas sous l’eau. Sur le matériel électronique (ou les implants cybernétiques), l’attaque électrique impose également un Test de panne (sur une armure mécanique, le risque de panne touche 1D4 systèmes déterminés au hasard, qui doivent effectuer un Test de panne). Note : cette arme a une Intégrité de 3D6+5 (occasion) ou de 25 (neuf).";80000;"0,9 kg";"V";"Gladius";;;;"Culte du Trident";"1D10+5/2D10+5**";"1D6/+7";2;12;;;"40 (2 000)";;"-10 (-5)";"Combat armé";;;;;;;;
"Armes";"Arme de contact";"Batte Dicta";"La batte est l’arme la plus populaire auprès des marchands, taverniers et autres métiers relationnels. Le modèle Dicta est composé de bois synthétique renforcé par des alliages très résistants.";200;"0,5 kg";"I";"Dicta";;;;"Indépendant";"1D10+1";"1D10";1;7;-2;;;;"20 (20)";"Combat armé";;;;;;;;
"Armes";"Arme de contact";"Canne de combat";"Une canne de combat classique, d’environ 90 cm à 1 m de long.";150;"0,53 kg";"I";"Divers";;;;"Diverses";"1D10";"1D6";1;"5 (10)";;;;;"20 (20)";"Combat armé";;;;;;;;
"Armes";"Arme de contact";"Chalumeau";"Les chalumeaux (sous-marins ou non), comme les lasers de découpe, infligent des dommages de base assez réduits en combat. En revanche, sur des cibles immobiles, les dommages augmentent de 2 points par Tour de combat (2D10 le premier Tour, 2D10+2 le deuxième Tour, 2D10+4 le troisième Tour, etc.), jusqu’à un bonus de +16. De plus, sur une cible immobile, l’armure est réduite de moitié. Cet instrument se montre assez efficace contre les parois ou les portes d’épaisseur moyenne.";1400;"1,2 kg";"I";"Divers";;;;"Diverses";"2D10 (+1/tr)";"2D6";;10;;;"1h de gaz (150)";;"15 (15)";"Combat armé";;;;;;;;
"Armes";"Arme de contact";"Couteau Congre";"Le Congre est le modèle de couteau le plus répandu. Il est solide, bien équilibré et tranchant comme une lame de rasoir. Sa lame est rétractable.";120;"0,3 kg";"I";"Redcut";;;;"Ligue Rouge";"1D10+1";;;5;;;;;"20 (20)";"Combat armé";;;;;;;;
"Armes";"Arme de contact";"Couteau en os";;;"0,1 kg";"I";"Primitifs";;;;;"1D10+1";;;;;;;;;"Combat armé";;;;;;;;
"Armes";"Arme de contact";"Dague moléc. Pulsar";"Cette arme est formée d’une petite poignée prolongée par une lame d’énergie noire. Cette lame, très fine, évoque plus un poinçon qu’un couteau. L’arme ignore les protections simples et n’est arrêtée que par les champs de force. On peut tout à fait l’utiliser sous l’eau. Une charge est consommée à chaque fois que la dague touche une cible. Il est impossible de se servir d’une dague moléculaire comme arme de lancer : le faisceau d’énergie disparaît dès qu’on relâche la pression sur le manche. Les dommages infligés sont des brûlures.";1000;"0,7 kg";"III";"Karak";;;;"Union Médit.";"1D10+3";;;"-";;;"30 (600)";;"5 (10)";"Combat armé";;;;;;;;
"Armes";"Arme de contact";"Dague neurale Brain";"La dague neurale est une lame d’énergie verdâtre qui affecte le système nerveux. Elle ignore toute protection, mais doit nécessairement pouvoir toucher le pilote d’une armure. Elle est donc inutile contre les véhicules ou les armures les plus massives.";3000;"0,7 kg";"III";"Cortex";;;;"Culte du Trident";;"3D10";;"-";;;"20 (300)";;"5 (10)";"Combat armé";;;;;;;;
"Armes";"Arme de contact";"Dague Shark";"Arme favorite des loups de mer de tout poil, le Shark est une dague de combat très résistante et particulièrement efficace. La lame n’est pas rétractable.";200;"0,65 kg";"I";"Redcut";;;;"Ligue Rouge";"1D10+2";;;"-";;;;;"15 (20)";"Combat armé";;;;;;;;
"Armes";"Arme de contact";"Dague thermique Thermo IV";"La Thermo IV est une lame courte chauffée à blanc (il faut toutefois 3 Tours de combat pour la faire chauffer). Elle peut parfaitement fonctionner sous l’eau mais les dommages sont alors réduits de moitié. Sur une cible immobile, elle suit la règle des chalumeaux, avec une augmentation des dommages de +1 par Tour seulement.";4000;"0,8 kg";"III";"Karak";;;;"Union Médit.";"1D10+3 (+1/tr)";"1D6";;"-";;;"1 heure (400)";;"5 (10)";"Combat armé";;;;;;;;
"Armes";"Arme de contact";"Découpe carlingue Scianor*";"Un découpe carlingue est un outil destiné à découper de lourdes plaques d’acier au laser. Il peut être utilisé très efficacement sur un obstacle (paroi/porte épaisse). Comme le chalumeau, ses dommages augmentent à chaque Tour de combat, mais de +3 cette fois. Sur une cible immobile, l’armure est réduite de moitié.";4000;"28 kg";"II";"Scianor";;;;"Indépendant";"3D10";;1;15;-5;;"1 heure (200)";;"10 (10)";"Combat armé";;;;;;;;
"Armes";"Arme de contact";"Découpe roche poche";"Il existe trois modèles de découpe-roche : poche, portable, industriel. Le modèle de poche sert à prendre des échantillons. Le portable creuse la roche la plus résistante (nécessite un harnais). L’industriel est monté sur véhicules de chantier pour forer des tunnels. Le modèle de poche peut être utilisé en combat avec la Compétence Combat armé. Le modèle portable utilise la Compétence Armes lourdes (contact). Un appareil de poche ne récolte que des éclats. Le portable peut vaporiser 1 m³ de pierre en 1 minute et a 60 minutes d’autonomie (variations selon dureté de la pierre). Ces armes n’étant pas prévues pour le combat, les compétences utilisées dans ce cas sont réduites de moitié.";1500;"1,8 kg";"II";"Industries Minières";;;;"Hégémonie";"1D10";;;"-";;;;;"5 (5)";"Combat armé";;;;;;;;
"Armes";"Arme de contact";"Découpe roche Portable*";"Mêmes règles que “Découpe roche poche” (voir description). Le modèle portable nécessite un harnais. En combat : Compétence Armes lourdes (contact). Compétences réduites de moitié car outil non prévu pour le combat.";6000;"32 kg";"II";"Industries Minières";;;;"Hégémonie";"3D10";;1;10;-2;;;;"1 (1)";"Combat armé";;;;;;;;
"Armes";"Arme de contact";"Électro-fouet";"Câble extrêmement fin mis sous tension. Peut frapper (brûlures électriques) ou saisir (voir Fouets et chaînes, chapitre Combat). Si la cible est saisie, elle subit des dommages à chaque Tour de combat tant qu’elle ne s’est pas dégagée. Sur matériel électronique / implants cybernétiques : Test de panne. Nécessite Compétence Arme spéciale (Fouet) ; sinon à chaque échec l’utilisateur se blesse.";16000;"2,1 kg";"II";"Kalash";;;;"Royaume d’Indus";"1D10+3";"1D10";3;"-";;;"30 (1 000)";;"1 (5)";"Combat armé";;;;;;;;
"Armes";"Arme de contact";"Épée/sabre Capitan";"Il existe de nombreux modèles d’épées/sabres : armes préférées des marins et surtout des pirates. Modèles tranchants, résistants, inoxydables. Capitan fabrique parmi les meilleurs sabres du marché.";600;"1,2 kg";"I";"Capitan";;;;"Indépendant";"2D10+2";;2;10;-2;;;;"15 (20)";"Combat armé";;;;;;;;
"Armes";"Arme de contact";"Foreuse Clyss";"La foreuse portable Clyss est l’un des outils les plus courants dans les mines.";9000;"29 kg";"II";"Clyss";;;;"Indépendant";"4D10";;1;15;-5;;"1 heure (200)";;"20 (20)";"Combat armé";;;;;;;;
"Armes";"Arme de contact";"Gant choc";"Le gant choc, en plus d’infliger des dégâts normaux pour une attaque au contact ou une attaque de lutte, inflige des Dommages de Choc contre une victime sans protection ou avec une protection simple. Le générateur du gant (1 kg) est souvent porté à la ceinture.";9000;"0,8 kg";"II";"Gauntlet";;;;"Indépendant";"1D6";"1D10+2";;"-";;;"30 (900)";;"1 (5)";"Combat armé";;;;;;;;
"Armes";"Arme de contact";"Gant énergétique";"Le gant d’énergie augmente les dommages infligés à une cible. Le générateur du gant (1 kg) est souvent porté à la ceinture.";9000;"1,2 kg";"II";"Gauntlet";;;;"Indépendant";"1D10";"1D6";;"-";;;"1 heure (900)";;"1 (5)";"Combat armé";;;;;;;;
"Armes";"Arme de contact";"Gant magma";"Surface de métal chauffée à blanc (il faut 3 Tours de combat pour le chauffer). Contre une cible sans protection ou protection simple : horribles brûlures. Le générateur du gant (1 kg) est souvent porté à la ceinture.";10000;"1,8 kg";"II";"Gauntlet";;;;"Indépendant";"1D10+2";;;"-";;;"1 heure (900)";;"-5 (1)";"Combat armé";;;;;;;;
"Armes";"Arme de contact";"Griffe de combat";"Une griffe de combat se fixe sur la main et augmente les dommages au contact.";1200;"0,05 kg";"I";"Industries Minières";;;;"Hégémonie";"1D6+1";;;"-";;;;;"10 (15)";"Combat armé";;;;;;;;
"Armes";"Arme de contact";"Griffes primitives";;;"0,12 kg";"I";"Primitifs";;;;;"1D6+3";;;"-";;;;;;"Combat armé";;;;;;;;
"Armes";"Arme de contact";"GriffesTech";"Cette arme se fixe à l’extérieur du poignet. Deux énormes griffes peuvent en jaillir. Arme principalement utilisée par les techno-hybrides.";1400;"1 kg";"I";"Industries Minières";;;;"Hégémonie";"2D10+2";;;10;;;;;"5 (10)";"Combat armé";;;;;;;;
"Armes";"Arme de contact";"Hache";;500;"1 kg";"I";"Divers";;;;"Diverses";"2D10+3";"1D6";1;9;-2;;;;"10 (15)";"Combat armé";;;;;;;;
"Armes";"Arme de contact";"Hache lourde (2M)";;800;"2,6 kg";"I";"Divers";;;;"Diverses";"3D10+2";"1D6";1;15;-3;;;;"5 (10)";"Combat armé";;;;;;;;
"Armes";"Arme de contact";"Lance";;300;"1,5 kg";"I";"Divers";;;;"Diverses";"3D10";;3;11;;;;;"1 (5)";"Combat armé";;;;;;;;
"Armes";"Arme de contact";"Lance thermique Fléau";"Cette lance employée par les Protecteurs du Temple peut aussi être utilisée comme un bâton de combat. Elle est dotée à ses deux extrémités d’une lame d’énergie. Règle identique à la lance thermique Solar : hampe en métal, pointe presque indestructible chauffée à blanc (3 Tours pour chauffer). Sur cible immobile : règle des chalumeaux, +1 dommage par Tour. Utilisable sous l’eau mais batterie se décharge deux fois plus vite.";6000;"3 kg";"III";"PlasmaTech";;;;"Hégémonie";"3D10+2 (+1/tr)";"(+1D6)";3;13;;;"1 heure (400)";;"-5 (1)";"Combat armé";;;;;;;;
"Armes";"Arme de contact";"Lance thermique Solar";"Hampe en métal, pointe presque indestructible chauffée à blanc (3 Tours pour chauffer). Sur cible immobile : règle des chalumeaux, +1 dommage par Tour. Utilisable sous l’eau mais batterie se décharge deux fois plus vite.";4000;"2,8 kg";"III";"Karak";;;;"Union Médit.";"3D10+3 (+1/tr)";"1D6";3;13;;;"1 heure (400)";;"5 (10)";"Combat armé";;;;;;;;
"Armes";"Arme de contact";"Masse";;600;"1 kg";"I";"Divers";;;;"Diverses";"2D10";"1D10";1;9;-3;;;;"10 (15)";"Combat armé";;;;;;;;
"Armes";"Arme de contact";"Masse/maillet à deux mains";;"-";"3,5 kg";"I";"Divers";;;;"Diverses";"3D10+4";;;17;;;;;;"Combat armé";;;;;;;;
"Armes";"Arme de contact";"Massue en bois";;"-";"0,8 kg";"I";"Primitifs";;;;;"2D6";"1D6";1;10;-2;;;;;"Combat armé";;;;;;;;
"Armes";"Arme de contact";"Massue en os";;"-";"0,6 kg";"I";"Primitifs";;;;;"3D6";"1D6";1;10;-2;;;;;"Combat armé";;;;;;;;
"Armes";"Arme de contact";"Matraque";"Une petite matraque rétractable particulièrement pratique.";250;"0,3 kg";"I";"Divers";;;;"Diverses";"1D6+1";;1;5;;;;;"20 (20)";"Combat armé";;;;;;;;
"Armes";"Arme de contact";"Matraque Mao";"La célèbre matraque choc Mao est utilisée par les services de sécurité du monde entier. Petite, maniable, choc électrique puissant pour étourdir un solide gaillard : idéale pour le maintien de l’ordre.";4000;"0,4 kg";"II";"Piang CS";;;;"Indépendant";"1D10";"2D10";1;8;;;"40 (400)";;"10 (15)";"Combat armé";;;;;;;;
"Armes";"Arme de contact";"Perforateur";"Conçue pour percer les armures (protections simples seulement). Gant muni d’une courte pointe de métal propulsée par piston lors de l’impact. Dommages normaux mais ignore jusqu’à 5 points de protection sur protections simples. Piston à réarmer après chaque utilisation.";2000;"4 kg";"II";"Divers";;;;"Diverses";"1D10+2";;;"-";;;;;"10 (15)";"Combat armé";;;;;;;;
"Armes";"Arme de contact";"Poing américain";;100;"0,03 kg";"I";"Divers";;;;"Diverses";"1D6+2";;;"-";;;;;"20 (20)";"Combat armé";;;;;;;;
"Armes";"Arme de contact";"Poing choc";"Très populaire dans les ports sous-marins : poing américain + puissante décharge électrique. Batterie à recharger après une vingtaine d’utilisations.";1600;;"II";"Piang CS";;;;"Indépendant";"1D6+3";"1D10+2";;"-";;;"20 (200)";;"10 (15)";"Combat armé";;;;;;;;
"Armes";"Arme de contact";"Poing Kryss";"Les particules invisibles autour du poing créent une sphère d’énergie qui brûle la matière touchée. Les dégâts dépendent de l’armure adverse : plus l’armure est importante, plus les molécules sont dispersées, donc moins de dégâts. Les dégâts ne sont jamais réduits par l’armure que l’arme peut traverser. Champs de protection et armures à champ moléculaire neutralisent totalement l’arme. Impossible d’affecter le pilote d’une armure > Exo-2. Fonctionne avec une batterie permettant 20 attaques. Échec critique : l’utilisateur subit les dommages. Exemples : réglage 1D10+10 ? n’affecte que cible avec 1 point d’armure (armure ignorée) ; réglage 1D10+1 ? utilisable jusqu’à 11 points d’armure (armure ignorée).";26000;"0,95 kg";"III";"Inconnu";;;;"Pirates";"Variable";;;"-";1;;"20 (2 000)";;"-15 (-5)";"Combat armé";;;;;;;;
"Armes";"Arme de contact";"Sabre à 2 mains";;900;"2,5 kg";"I";"Capitan";;;;"Indépendant";"2D10+5";;1;15;-2;;;;"10 (15)";"Combat armé";;;;;;;;
"Armes";"Arme de trait";"Arbalète Leysur IV";"L’arbalète Leysur IV est équipée d’un système de chargement automatique. Six carreaux sont placés dans le corps de l’arme. Chaque fois que son opérateur tire, un des projectiles se place immédiatement en position de tir. Ce modèle est conçu avec des alliages particulièrement légers et il peut être démonté.";1800;"2,7 kg";"II";"Leysur";;;;"Indépendant";"3D10+2";;"2/10/20/40 (60)";8;-3;"CC";"6 (100)";;"15 (20)";"Armes de Trait";;;;;;;;
